"","iso3c","country","lending","region","GDP_Nom_WB_latest_usd","lender_type","lending_agency","sum_row","last_update","DOD2014","DOD2015","DOD2016","DOD2017","DOD2018","DebtServiceDue2019","DebtServiceDue2020","DebtServiceDue2021","DebtServiceDue2022","DebtServiceDue2023","DebtServiceDue2024"
"925","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","Austria",0,"06/19/2020",2914,5444,5271,5997,5725,287,521,517,513,509,505
"926","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","Belgium",0,"06/19/2020",7260,6135,5940,6283,6920,528,528,528,528,528,528
"927","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","China",0,"06/19/2020",347415,437741,501086,578200,587363,33230,37876,43072,46132,52556,51906
"928","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","France",0,"06/19/2020",21019,58511,55321,81065,155852,3603,6572,7027,8485,13474,13343
"929","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","India",0,"06/19/2020",159250,155510,149031,147631,152467,16397,16208,16020,15831,15642,15453
"930","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","Kuwait",0,"06/19/2020",69355,71611,80712,84310,83140,8292,8151,7632,7500,7071,6249
"931","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","Libya",0,"06/19/2020",31383,25755,20127,14499,13236,6795,6698,0,0,0,0
"932","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","Saudi Arabia",0,"06/19/2020",95073,89003,84355,79101,77759,7192,7086,6981,6466,5965,5875
"933","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","United Arab Emirates",0,"06/19/2020",0,0,0,0,9643,232,729,726,723,720,717
"934","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Official bilateral","Other bilateral",0,"06/19/2020",13553,13553,13553,13553,24016,24,24,24,24,24,24
"935","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",747222,863263,915396,1010639,1116120,76581,84394,82525,86201,96488,94599
"936","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Non-official","Netherlands",0,"06/19/2020",1431,712,371,430,343,68,0,0,0,0,0
"937","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Total Non-official","Total Non-official",1,"06/19/2020",1431,712,371,430,343,68,0,0,0,0,0
"938","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Total Bondholders","Total Bondholders",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"939","MLI","Mali","IDA","Sub-Saharan Africa ",17163432832.0957,"Total","Total",1,"06/19/2020",3401033,3610222,3708773,4280973,4784730,224019,237595,248122,256744,279110,296513
"940","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official multilateral","African Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"941","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",518110,523693,524689,572333,567368,5776,5774,32524,35997,35874,35792
"942","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"943","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official multilateral","International Monetary Fund",0,"06/19/2020",356058,340556,330382,349994,341800,0,0,0,0,0,0
"944","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"945","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official multilateral","World Bank-IDA",0,"06/19/2020",766514,833210,913751,1191709,1265809,6783,7305,9987,9941,13764,17545
"946","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official multilateral","Other multilateral",0,"06/19/2020",25047,24302,23685,23653,25660,1640,1613,1586,1559,1599,1717
"947","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",1665729,1721761,1792506,2137689,2200637,14199,14692,44097,47497,51237,55054
"948","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","Austria",0,"06/19/2020",136532,122430,118539,134867,128761,14668,22943,22168,21393,20618,19843
"949","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","Canada",0,"06/19/2020",7177,6015,6200,6636,6103,0,0,0,0,0,0
"950","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","China",0,"06/19/2020",4300040,4386192,4053337,4053917,3550883,541310,494638,464870,422500,381389,329183
"951","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","France",0,"06/19/2020",524007,469884,454951,517619,494293,49705,82122,80027,77931,75836,73740
"952","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","Germany",0,"06/19/2020",1414699,1261020,1205138,1353043,1285730,71074,111757,109134,106511,103887,101264
"953","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","India",0,"06/19/2020",212816,203808,194061,177727,200502,20834,20270,19965,19660,19355,19050
"954","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","Italy",0,"06/19/2020",2932,2932,2932,2932,2932,0,0,0,0,0,0
"955","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","Japan",0,"06/19/2020",4085511,4140332,4441867,4694519,5102373,254,254,254,34948,73757,79562
"956","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","Netherlands",0,"06/19/2020",19541,17523,16966,19303,18429,797,1386,1361,1336,1311,1286
"957","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","Saudi Arabia",0,"06/19/2020",2530,2330,1930,1519,1130,93,91,90,89,87,86
"958","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","Thailand",0,"06/19/2020",177097,166290,150320,138127,138185,0,0,0,0,0,0
"959","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","United Kingdom",0,"06/19/2020",41902,39922,33607,36642,34595,3640,5935,5771,5608,5445,5282
"960","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Official bilateral","Other bilateral",0,"06/19/2020",175154,133151,97355,113377,215700,4512,2991,2966,2940,2915,2889
"961","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",11099937,10951829,10777203,11250228,11179615,706887,742389,706606,692916,684600,632185
"962","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Austria",0,"06/19/2020",39711,35609,34478,39227,37451,0,0,0,0,0,0
"963","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","China",0,"06/19/2020",134153,134181,134941,130797,131275,0,0,0,0,0,0
"964","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","France",0,"06/19/2020",72027,64290,61724,69641,65903,114,0,0,0,0,0
"965","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Germany",0,"06/19/2020",10531,10478,10463,10525,10501,0,0,0,0,0,0
"966","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Israel",0,"06/19/2020",7142,7142,7142,7142,7142,0,0,0,0,0,0
"967","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Japan",0,"06/19/2020",132104,132196,134703,137524,139102,0,0,0,0,0,0
"968","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Korea, Republic Of",0,"06/19/2020",84997,84997,76328,76592,48449,827,827,0,0,0,0
"969","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Norway",0,"06/19/2020",17581,14827,15154,15910,15032,0,0,0,0,0,0
"970","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Serbia",0,"06/19/2020",106980,93824,81038,76073,51427,6448,6355,6262,0,0,0
"971","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Singapore",0,"06/19/2020",27540,27540,27540,27540,27540,0,0,0,0,0,0
"972","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Sweden",0,"06/19/2020",8571,8571,8571,8571,8571,0,0,0,0,0,0
"973","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","Thailand",0,"06/19/2020",5581,16822,23051,24682,22674,3737,3685,3632,3580,3528,0
"974","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Non-official","United Kingdom",0,"06/19/2020",27620,26255,21899,23992,22580,0,0,0,0,0,0
"975","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Total Non-official","Total Non-official",1,"06/19/2020",674537,656731,637031,648216,587647,11126,10867,9894,3580,3528,0
"976","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Total Bondholders","Total Bondholders",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"977","MMR","Myanmar","IDA","East Asia & Pacific",71214803377.8284,"Total","Total",1,"06/19/2020",13440203,13330321,13206741,14036133,13967899,732212,767947,760597,743993,739365,687239
"978","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official multilateral","African Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"979","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",592589,668364,731819,1010999,1238992,82853,97450,114107,115862,113437,109246
"980","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"981","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official multilateral","International Monetary Fund",0,"06/19/2020",73416,67564,65546,188876,286506,5051,3426,6098,27409,38180,37751
"982","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"983","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official multilateral","World Bank-IDA",0,"06/19/2020",449653,434330,423254,578881,569846,20324,23643,25768,31261,33741,31629
"984","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official multilateral","Other multilateral",0,"06/19/2020",51603,49356,50043,54076,66175,4346,4313,4447,4579,4544,4508
"985","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",1167261,1219614,1270661,1832831,2161518,112574,128832,150420,179111,189901,183135
"986","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","Belgium",0,"06/19/2020",5572,4996,4836,5504,5079,262,262,262,262,262,262
"987","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","China",0,"06/19/2020",568875,598357,736818,814377,978893,20669,53249,62532,66172,68814,69150
"988","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","France",0,"06/19/2020",12277,11283,10735,11940,10477,776,769,763,756,749,742
"989","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","Germany",0,"06/19/2020",95312,85582,80713,88546,79821,4001,4063,4122,4423,4393,4362
"990","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","India",0,"06/19/2020",25000,25294,25440,25661,25661,5,1255,1255,1255,1274,1293
"991","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","Italy",0,"06/19/2020",0,0,0,0,1182,12,12,12,12,12,12
"992","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","Japan",0,"06/19/2020",438685,492747,654812,1076872,1101989,39116,36100,36463,34391,44171,52476
"993","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","Kuwait",0,"06/19/2020",38367,36580,38847,35161,29844,4206,4128,4051,3973,3896,2514
"994","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","Spain",0,"06/19/2020",10155,8097,6863,6699,4806,879,871,863,854,846,406
"995","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","Sweden",0,"06/19/2020",5548,4956,3456,2708,1581,824,311,311,155,0,0
"996","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","United Arab Emirates",0,"06/19/2020",6860,6138,5416,4694,3972,817,799,781,763,745,366
"997","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Official bilateral","Other bilateral",0,"06/19/2020",54466,48958,67698,79060,89949,2790,2853,3005,3205,3408,3563
"998","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",1261117,1322988,1635634,2151221,2333253,74358,104671,114420,116221,128569,135146
"999","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Non-official","Austria",0,"06/19/2020",0,13374,34785,51330,50184,515,1619,2707,3551,3520,3490
"1000","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Non-official","France",0,"06/19/2020",5077,4641,4941,5969,5782,12,423,422,421,421,420
"1001","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Non-official","Switzerland",0,"06/19/2020",0,0,240000,240000,192000,95159,87000,40440,0,0,0
"1002","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Total Non-official","Total Non-official",1,"06/19/2020",5077,18015,279726,297299,247966,95687,89042,43569,3972,3941,3909
"1003","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Bondholders","Bond market",0,"06/19/2020",1500000,1500000,2e+06,3400000,3400000,239375,239375,712188,1985000,588750,626250
"1004","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Total Bondholders","Total Bondholders",1,"06/19/2020",1500000,1500000,2e+06,3400000,3400000,239375,239375,712188,1985000,588750,626250
"1005","MNG","Mongolia","Blend","East Asia & Pacific",13066749138.3261,"Total","Total",1,"06/19/2020",3933455,4060617,5186021,7681352,8142738,521993,561920,1020597,2284305,911161,948440
"1006","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official multilateral","African Dev. Bank",0,"06/19/2020",705379,740873,768770,833641,862099,24432,26391,27412,27516,28685,28576
"1007","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1008","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1009","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official multilateral","International Monetary Fund",0,"06/19/2020",326744,398592,354828,343071,303440,44483,28122,26160,26160,26160,11772
"1010","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1011","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official multilateral","World Bank-IDA",0,"06/19/2020",2284912,2460788,2554627,2822282,2904220,57706,67002,78675,97035,110988,117405
"1012","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official multilateral","Other multilateral",0,"06/19/2020",389425,388686,392817,417032,447967,34592,34418,32785,31610,31013,30195
"1013","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",3706460,3988938,4071042,4416026,4517726,161213,155933,165032,182321,196846,187947
"1014","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","Brazil",0,"06/19/2020",111164,277071,413238,453723,486734,77372,83718,83165,81217,79269,22816
"1015","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","China",0,"06/19/2020",1473507,1558422,1645600,1962044,2011672,202046,206597,206979,217091,212406,203003
"1016","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","France",0,"06/19/2020",179509,177652,189759,197422,168299,26323,21825,12450,12248,12044,11807
"1017","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","India",0,"06/19/2020",177040,191783,188722,179630,195882,16401,19422,19140,18858,18576,18294
"1018","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","Italy",0,"06/19/2020",62648,61403,61981,71958,68700,0,0,0,0,0,0
"1019","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","Japan",0,"06/19/2020",67067,77651,104854,209805,297302,942,2717,2717,2717,4529,9883
"1020","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","Kuwait",0,"06/19/2020",60611,56893,55221,57088,58409,3200,3288,3273,3258,3243,3228
"1021","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","Libya",0,"06/19/2020",326985,326985,326985,326985,320466,15401,15076,14750,14424,14098,13772
"1022","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","Portugal",0,"06/19/2020",747789,669807,656005,682628,629220,69974,68011,60617,34597,34113,33628
"1023","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","Saudi Arabia",0,"06/19/2020",5486,8981,18686,20444,26617,166,166,416,964,1303,1482
"1024","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","Spain",0,"06/19/2020",33926,32294,30466,28623,26545,2455,2447,2438,2080,1722,1714
"1025","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","United States",0,"06/19/2020",4596,3575,2553,1532,511,520,0,0,0,0,0
"1026","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Official bilateral","Other bilateral",0,"06/19/2020",748049,782234,809051,822851,803132,54397,54010,53615,50653,49208,47763
"1027","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",3998378,4224752,4503121,5014734,5093490,469198,477277,459560,438107,430511,367391
"1028","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Non-official","Austria",0,"06/19/2020",10548,9459,11490,13072,12481,129,129,129,129,931,923
"1029","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Non-official","Denmark",0,"06/19/2020",77673,71533,63282,76917,67803,12697,11619,14351,10431,7147,6867
"1030","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Non-official","France",0,"06/19/2020",46904,62695,82293,82226,76377,3865,3790,3714,3639,3563,3487
"1031","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Non-official","Italy",0,"06/19/2020",0,0,0,0,52212,0,0,0,0,0,0
"1032","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Non-official","Portugal",0,"06/19/2020",131361,117793,114049,129759,123884,1534,1534,1534,1534,7924,7847
"1033","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Non-official","United Kingdom",0,"06/19/2020",1122100,1013536,904973,796409,680845,220189,160077,102307,99598,96890,47091
"1034","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Total Non-official","Total Non-official",1,"06/19/2020",1388586,1275016,1176087,1098384,1013601,238414,177148,122034,115330,116456,66216
"1035","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Bondholders","Bond market",0,"06/19/2020",850000,850000,726524,726524,726524,45807,772331,0,0,0,0
"1036","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Total Bondholders","Total Bondholders",1,"06/19/2020",850000,850000,726524,726524,726524,45807,772331,0,0,0,0
"1037","MOZ","Mozambique","IDA","Sub-Saharan Africa ",14717223206.9,"Total","Total",1,"06/19/2020",9943424,10338705,10476774,11255668,11351341,914633,1582690,746626,735758,743813,621555
"1038","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official multilateral","African Dev. Bank",0,"06/19/2020",271026,229013,211469,206539,193832,23074,22578,22142,21892,21655,21101
"1039","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1040","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1041","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official multilateral","International Monetary Fund",0,"06/19/2020",209612,196099,180048,199723,220881,21362,19830,13728,9152,8390,16016
"1042","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1043","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official multilateral","World Bank-IDA",0,"06/19/2020",378650,368571,366218,390150,382223,13951,15209,15627,16480,16356,18175
"1044","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official multilateral","Other multilateral",0,"06/19/2020",1393796,1495684,1660862,1753433,1700406,192078,181627,173085,156028,143228,127608
"1045","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",2253084,2289367,2418597,2549845,2497343,250465,239244,224582,203552,189629,182901
"1046","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","Brazil",0,"06/19/2020",36447,36447,36447,36447,36447,0,0,0,0,0,0
"1047","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","China",0,"06/19/2020",240192,340543,339445,348235,326339,31298,30805,30311,29817,29323,28829
"1048","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","France",0,"06/19/2020",203038,177409,166803,160313,136646,27974,23256,22136,20197,19573,13541
"1049","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","Germany",0,"06/19/2020",140550,123131,105984,91731,74040,24802,23484,22167,10663,147,146
"1050","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","India",0,"06/19/2020",2169,6773,12618,16076,68135,3378,3355,5625,7780,7602,7424
"1051","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","Kuwait",0,"06/19/2020",226004,235839,242998,263798,268359,12460,12322,12182,12263,13050,13593
"1052","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","Libya",0,"06/19/2020",85640,77165,70474,63709,56944,10574,10374,10174,9974,9774,9574
"1053","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","Saudi Arabia",0,"06/19/2020",214525,511839,543816,551471,593872,25554,26122,92565,90488,88327,86167
"1054","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","Spain",0,"06/19/2020",38431,34489,30567,30238,25397,3894,3842,3791,3740,3689,3638
"1055","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","United Arab Emirates",0,"06/19/2020",14041,22647,25482,29997,30185,1498,1480,1462,1444,1426,1408
"1056","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Official bilateral","Other bilateral",0,"06/19/2020",52000,52000,52000,52000,52000,2553,2536,2520,2504,2488,2471
"1057","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",1253037,1618282,1626634,1644015,1668364,143984,137576,202933,188869,175400,166791
"1058","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Total Non-official","Total Non-official",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1059","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Total Bondholders","Total Bondholders",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1060","MRT","Mauritania","IDA","Sub-Saharan Africa ",5234817927.17087,"Total","Total",1,"06/19/2020",3506122,3907649,4045231,4193861,4165707,394450,376820,427516,392422,365028,349692
"1061","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official multilateral","African Dev. Bank",0,"06/19/2020",227408,228518,248010,290656,327932,8610,8881,9542,10058,10922,11930
"1062","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1063","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1064","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official multilateral","International Monetary Fund",0,"06/19/2020",272521,254656,295934,318898,314066,16431,110843,25475,35661,30903,31929
"1065","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"1066","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official multilateral","World Bank-IDA",0,"06/19/2020",501386,588186,642213,862162,916703,19962,20607,25756,32504,40323,53071
"1067","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official multilateral","Other multilateral",0,"06/19/2020",205096,196191,200408,237818,250053,14618,14517,14762,15459,16235,17010
"1068","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",1206411,1267551,1386566,1709534,1808754,59621,154847,75536,93682,98384,113939
"1069","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official bilateral","Belgium",0,"06/19/2020",1906,1670,1617,1739,1538,127,127,127,127,127,127
"1070","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official bilateral","China",0,"06/19/2020",247832,242232,219397,221599,220428,16827,21722,21372,21022,21457,21867
"1071","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official bilateral","India",0,"06/19/2020",141826,151745,147286,142125,152010,6417,6350,9176,9753,9625,9497
"1072","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official bilateral","Kuwait",0,"06/19/2020",41882,39078,40918,42438,41351,3134,3100,3065,3030,2996,2961
"1073","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official bilateral","Saudi Arabia",0,"06/19/2020",1159,3141,3414,6726,9156,494,487,481,530,560,589
"1074","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Official bilateral","United Arab Emirates",0,"06/19/2020",555,2452,6304,5803,5123,440,438,436,434,432,430
"1075","MWI","Malawi","IDA","Sub-Saharan Africa ",7064971176.34408,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",435160,440318,418937,420429,429605,27439,32224,34656,34896,35196,35471
