"","iso3c","country","lending","region","GDP_Nom_WB_latest_usd","lender_type","lending_agency","sum_row","last_update","DOD2014","DOD2015","DOD2016","DOD2017","DOD2018","DebtServiceDue2019","DebtServiceDue2020","DebtServiceDue2021","DebtServiceDue2022","DebtServiceDue2023","DebtServiceDue2024"
"1","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official multilateral","African Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"2","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",645343,613532,596694,615011,590144,33419,33035,32651,32268,31884,31500
"3","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"4","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official multilateral","International Monetary Fund",0,"06/19/2020",334840,300162,276985,284854,274597,9770,7723,6906,5422,4567,7032
"5","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"6","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official multilateral","World Bank-IDA",0,"06/19/2020",394587,369722,351221,364172,347934,14678,14600,14510,14419,14329,17529
"7","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official multilateral","Other multilateral",0,"06/19/2020",46528,46517,43330,43768,45356,4054,3996,3937,3879,3821,3763
"8","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",1421298,1329932,1268229,1307805,1258031,61920,59354,58004,55988,54600,59824
"9","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official bilateral","Italy",0,"06/19/2020",0,0,1370,1559,1489,0,0,0,0,0,0
"10","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official bilateral","Kuwait",0,"06/19/2020",12756,22685,22492,22809,22685,114,114,114,114,114,114
"11","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official bilateral","Saudi Arabia",0,"06/19/2020",55530,71790,69190,69539,77318,2881,2881,2881,2881,2881,2881
"12","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Official bilateral","Other bilateral",0,"06/19/2020",866208,865709,865209,864709,863959,73958,71377,68795,66213,63630,66749
"13","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",934495,960184,958261,958616,965451,76953,74372,71790,69208,66626,69744
"14","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Total Non-official","Total Non-official",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"15","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Total Bondholders","Total Bondholders",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"16","AFG","Afghanistan","IDA","South Asia",19362969582.3643,"Total","Total",1,"06/19/2020",2355792,2290117,2226491,2266421,2223481,138873,133726,129794,125196,121226,129568
"17","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official multilateral","African Dev. Bank",0,"06/19/2020",648358,653391,1059641,1195831,1209295,117369,115758,113941,111787,109416,107045
"18","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"19","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"20","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official multilateral","International Monetary Fund",0,"06/19/2020",914031,532051,395882,388801,1374115,19869,18824,0,0,0,0
"21","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,450000,450000,464640,496387,28660,28379,26452,25165,27700,26410
"22","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official multilateral","World Bank-IDA",0,"06/19/2020",477956,479183,490247,560256,545941,23865,26704,35093,41088,40160,40364
"23","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official multilateral","Other multilateral",0,"06/19/2020",20960,19784,18532,18258,16820,1544,1516,1489,1462,1434,1407
"24","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",2061306,2134409,2414301,2627787,3642557,191306,191181,176975,179502,178711,175226
"25","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","Belgium",0,"06/19/2020",1042,754,563,451,248,199,73,0,0,0,0
"26","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","Brazil",0,"06/19/2020",1737050,1414868,1185632,1058950,807118,207426,194951,91770,0,0,0
"27","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","Canada",0,"06/19/2020",0,0,183390,304955,290810,30643,29994,29345,28696,28048,27399
"28","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","China",0,"06/19/2020",8029783,7365002,16841500,18851506,17723740,3025015,2670216,2583940,2301849,2224705,2146526
"29","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","India",0,"06/19/2020",50425,47844,58398,54161,43237,7239,7106,6972,6839,6705,6572
"30","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","Italy",0,"06/19/2020",20385,18279,17698,20136,19225,20,20,20,964,963,962
"31","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","Japan",0,"06/19/2020",631822,743594,698012,639804,553719,110436,106591,102747,98902,86307,74549
"32","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","Netherlands",0,"06/19/2020",6731,4921,3659,3820,3343,315,313,310,308,306,304
"33","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","Portugal",0,"06/19/2020",530654,502739,474825,446842,418928,32102,31822,31543,31264,30985,30706
"34","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","Spain",0,"06/19/2020",67942,61101,54958,49189,43269,6307,6224,6140,5508,4886,4213
"35","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","United States",0,"06/19/2020",25089,22843,20857,18873,16544,2360,2317,2275,2233,2191,2149
"36","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Official bilateral","Other bilateral",0,"06/19/2020",128423,126354,123927,111435,183603,14732,10058,10041,10024,10007,9990
"37","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",11229346,10308300,19663419,21560122,20103784,3436794,3059685,2865104,2486587,2395103,2303369
"38","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Belgium",0,"06/19/2020",146577,87502,44368,57896,42597,1580,0,0,0,0,0
"39","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Brazil",0,"06/19/2020",137991,70828,45682,21145,10702,11038,0,0,0,0,0
"40","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Canada",0,"06/19/2020",245085,267284,217508,184884,154065,57535,55287,53040,0,0,0
"41","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","China",0,"06/19/2020",1253855,1424287,782151,541165,1527756,1462922,8057,12071,15695,15175,14655
"42","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","France",0,"06/19/2020",80280,64688,109631,151574,144490,4174,4174,4174,4174,4174,153239
"43","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Germany",0,"06/19/2020",94739,69531,53558,128670,105775,13976,13966,13591,12524,12170,0
"44","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Ireland",0,"06/19/2020",0,0,0,0,280145,70248,118465,114500,8516,8064,3862
"45","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Israel",0,"06/19/2020",395235,255182,742135,742135,545122,0,0,0,0,0,0
"46","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Italy",0,"06/19/2020",0,0,0,101677,87247,51,50,49,2,0,0
"47","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Luxembourg",0,"06/19/2020",102529,93657,91209,1039,1039,0,0,0,0,0,0
"48","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Netherlands",0,"06/19/2020",109055,361627,349203,327209,364402,306073,16574,16573,0,0,0
"49","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Portugal",0,"06/19/2020",590929,423590,330825,327352,376506,5689,31471,30713,29955,29196,28438
"50","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","Spain",0,"06/19/2020",673271,683046,853246,1063738,829661,312116,185807,67013,54922,47824,38093
"51","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","United Kingdom",0,"06/19/2020",10302742,8795018,6991090,4996332,4549602,514628,490170,3033802,8379,8286,8193
"52","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Non-official","United States",0,"06/19/2020",312652,291982,17541,655417,701833,163845,155570,154448,138493,130217,121942
"53","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Total Non-official","Total Non-official",1,"06/19/2020",14444939,12888222,10628147,9300233,9720941,2923874,1079592,3499975,272659,255107,368423
"54","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Bondholders","Bond market",0,"06/19/2020",1e+06,2500000,2500000,2500000,6e+06,1378438,308438,308438,308438,308438,308438
"55","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Total Bondholders","Total Bondholders",1,"06/19/2020",1e+06,2500000,2500000,2500000,6e+06,1378438,308438,308438,308438,308438,308438
"56","AGO","Angola","IBRD","Sub-Saharan Africa ",105750987618.63,"Total","Total",1,"06/19/2020",28735590,27830931,35205867,35988141,39467282,7930412,4638896,6850491,3247185,3137358,3155455
"57","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official multilateral","African Dev. Bank",0,"06/19/2020",34053,32809,31925,32203,31422,1328,1320,1312,1303,1295,1287
"58","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"59","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"60","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official multilateral","International Monetary Fund",0,"06/19/2020",238350,217600,193650,188077,166351,16256,15364,12408,8843,6218,3454
"61","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"62","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official multilateral","World Bank-IDA",0,"06/19/2020",160731,150608,143008,148210,141532,6073,5809,5944,6310,7527,8014
"63","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official multilateral","Other multilateral",0,"06/19/2020",119004,123800,135625,137983,141509,9813,10377,10379,10381,10319,10258
"64","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",552138,524816,504208,506472,480814,33469,32870,30043,26837,25359,23013
"65","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official bilateral","China",0,"06/19/2020",0,10744,13713,14636,13907,1,1,1,796,796,796
"66","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official bilateral","India",0,"06/19/2020",25187,26577,21413,30826,32700,2730,2730,2730,2729,2729,2728
"67","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official bilateral","Kuwait",0,"06/19/2020",22189,21407,21222,21520,21403,108,108,108,108,108,108
"68","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official bilateral","Libya",0,"06/19/2020",4375,4375,4375,4375,4375,0,0,0,0,0,0
"69","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official bilateral","Saudi Arabia",0,"06/19/2020",36263,36263,36263,34781,34781,2004,1972,1940,1908,2227,2546
"70","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Official bilateral","United Arab Emirates",0,"06/19/2020",1752,1534,1316,1097,1097,305,297,289,280,0,0
"71","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",89766,100900,98301,107235,108263,5148,5107,5067,5821,5859,6178
"72","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Total Non-official","Total Non-official",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"73","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Total Bondholders","Total Bondholders",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"74","BDI","Burundi","IDA","Sub-Saharan Africa ",3036931818.18182,"Total","Total",1,"06/19/2020",641903,625716,602510,613707,589078,38617,37977,35109,32658,31218,29191
"75","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official multilateral","African Dev. Bank",0,"06/19/2020",311833,311393,336852,430193,438461,11860,12194,13042,14784,15570,15679
"76","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"77","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"78","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official multilateral","International Monetary Fund",0,"06/19/2020",220268,202342,186959,226385,244567,20475,19059,16126,12461,14661,19060
"79","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"80","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official multilateral","World Bank-IDA",0,"06/19/2020",621713,680457,764505,914161,983851,18483,21391,23108,26618,34354,46961
"81","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official multilateral","Other multilateral",0,"06/19/2020",540473,565273,574579,713858,618829,48995,49182,45992,45266,42295,41524
"82","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",1694288,1759465,1862894,2284596,2285707,99813,101826,98267,99129,106880,123224
"83","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official bilateral","China",0,"06/19/2020",200114,245432,239396,288556,317501,8178,12771,17602,20491,23206,23002
"84","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official bilateral","France",0,"06/19/2020",5856,3991,2611,12537,16837,1090,1186,1273,1458,1758,1858
"85","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official bilateral","India",0,"06/19/2020",29870,29767,28767,28319,26594,2013,1985,1958,1931,1904,1877
"86","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official bilateral","Kuwait",0,"06/19/2020",45649,48544,50452,51590,48770,6208,6110,5744,5389,5299,4046
"87","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official bilateral","Saudi Arabia",0,"06/19/2020",15896,23805,26189,33917,37580,933,927,1455,2242,2223,2204
"88","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Official bilateral","United Arab Emirates",0,"06/19/2020",3553,5283,5629,4963,4296,500,488,477,466,455,444
"89","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",300938,356822,353044,419883,451578,18921,23467,28509,31977,34844,33430
"90","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Non-official","Germany",0,"06/19/2020",0,0,0,0,400750,23194,23194,74149,71250,68351,65451
"91","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Non-official","Netherlands",0,"06/19/2020",0,0,0,41119,117040,5891,13624,13499,13373,13247,13122
"92","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Non-official","United Kingdom",0,"06/19/2020",0,0,0,0,297700,11640,25600,38767,37709,36651,35592
"93","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Total Non-official","Total Non-official",1,"06/19/2020",0,0,0,41119,815490,40725,62419,126415,122332,118249,114165
"94","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Total Bondholders","Total Bondholders",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"95","BEN","Benin","IDA","Sub-Saharan Africa ",14250985958.6727,"Total","Total",1,"06/19/2020",1995225,2116287,2215938,2745598,3552775,159459,187712,253191,253437,259973,270819
"96","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official multilateral","African Dev. Bank",0,"06/19/2020",474923,465335,467822,544780,547021,16804,16713,16802,17498,17611,18206
"97","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"98","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"99","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official multilateral","International Monetary Fund",0,"06/19/2020",282948,282958,286055,284059,268946,32659,26297,29232,25250,19653,22509
"100","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"101","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official multilateral","World Bank-IDA",0,"06/19/2020",948771,1038398,1171415,1334317,1458450,34577,34482,40350,46501,57805,65119
"102","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official multilateral","Other multilateral",0,"06/19/2020",563296,534919,555881,627130,658764,62492,60081,60890,57610,55095,52892
"103","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",2269938,2321610,2481173,2790286,2933180,146533,137573,147274,146860,150165,158726
"104","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official bilateral","Belgium",0,"06/19/2020",10171,8041,7331,7824,6976,2857,2833,374,374,374,72
"105","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official bilateral","China",0,"06/19/2020",57739,95919,87631,82792,75603,6172,6058,5945,5831,5717,5603
"106","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official bilateral","France",0,"06/19/2020",32535,38728,42594,42960,77076,9377,10046,9801,7651,7416,7181
"107","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official bilateral","India",0,"06/19/2020",23534,22219,20258,18297,16335,2562,2522,2482,2442,2401,2361
"108","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official bilateral","Kuwait",0,"06/19/2020",85960,78923,73128,68168,61907,6681,6587,5349,5278,4517,4453
"109","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official bilateral","Libya",0,"06/19/2020",6919,6919,6919,6919,6919,NA,NA,NA,NA,NA,NA
"110","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official bilateral","Saudi Arabia",0,"06/19/2020",41902,42624,47661,46002,43822,2445,2954,2922,2890,2857,2825
"111","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official bilateral","United Arab Emirates",0,"06/19/2020",6957,4141,3110,2078,1411,155,154,152,150,149,147
"112","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Official bilateral","Other bilateral",0,"06/19/2020",0,0,47405,53935,51493,0,0,0,0,0,0
"113","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",265716,297515,336036,328976,341544,30249,31154,27025,24616,23432,22642
"114","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Total Non-official","Total Non-official",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"115","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Total Bondholders","Total Bondholders",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"116","BFA","Burkina Faso","IDA","Sub-Saharan Africa ",14124775068.569,"Total","Total",1,"06/19/2020",2535653,2619124,2817209,3119263,3274724,176782,168727,174299,171476,173596,181369
"117","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official multilateral","African Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"118","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",7525449,7615095,7909002,8685378,9169504,710497,726823,770945,770138,764821,747203
"119","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"120","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official multilateral","International Monetary Fund",0,"06/19/2020",1470003,1612751,1546472,1625255,1536342,113739,126317,176844,164213,126317,63159
"121","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"122","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official multilateral","World Bank-IDA",0,"06/19/2020",11417309,11533583,11890490,13620791,14501231,514292,528067,589182,659791,724214,806710
"123","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official multilateral","Other multilateral",0,"06/19/2020",820471,868117,1046679,1212674,1298612,89302,89463,94287,97261,96918,95246
"124","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",21233232,21629546,22392643,25144098,26505689,1427830,1470671,1631258,1691404,1712270,1712318
"125","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","Belgium",0,"06/19/2020",2905,1496,962,744,568,117,117,117,117,117,0
"126","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","China",0,"06/19/2020",923141,944536,990683,1366417,3108080,116768,111552,118037,144021,207780,226880
"127","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","France",0,"06/19/2020",48424,38318,43974,68185,105002,11100,10491,9147,11565,12297,11821
"128","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","Germany",0,"06/19/2020",0,0,0,0,7579,1234,1570,1584,1566,1548,1531
"129","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","India",0,"06/19/2020",349740,233079,326062,327013,362189,42099,41830,41573,41305,41036,40768
"130","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","Japan",0,"06/19/2020",2115426,2472706,2922971,4237804,5351503,135277,132115,132948,126113,158120,173275
"131","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","Kuwait",0,"06/19/2020",131964,119167,140314,145893,152403,23550,21084,12635,12425,10323,10031
"132","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","Saudi Arabia",0,"06/19/2020",20841,19895,78596,102275,106793,10866,9307,9386,9458,9301,9144
"133","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","Spain",0,"06/19/2020",3592,3142,2693,2020,1795,466,461,457,452,0,0
"134","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","Switzerland",0,"06/19/2020",4018,3659,3228,2965,2517,319,313,306,299,292,217
"135","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","United Arab Emirates",0,"06/19/2020",3631,3631,36781,41169,52503,4324,4285,4246,4206,4167,4127
"136","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","United States",0,"06/19/2020",132808,102547,76872,58142,44040,9603,9171,8782,8485,2053,2015
"137","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Official bilateral","Other bilateral",0,"06/19/2020",720090,713554,841107,1464789,2371432,202096,201104,200265,196349,87240,87092
"138","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Total Official bilateral","Total Official bilateral",1,"06/19/2020",4456579,4655729,5464243,7817415,11666403,557819,543400,539481,556362,534276,566901
"139","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Non-official","China",0,"06/19/2020",10103,8419,6735,5051,3367,1816,1740,0,0,0,0
"140","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Non-official","Denmark",0,"06/19/2020",39135,31584,27182,27608,22666,3897,3897,3897,3897,3897,3897
"141","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Total Non-official","Total Non-official",1,"06/19/2020",49238,40003,33917,32659,26033,5713,5638,3897,3897,3897,3897
"142","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Total Bondholders","Total Bondholders",1,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"143","BGD","Bangladesh","IDA","South Asia",274024958965.892,"Total","Total",1,"06/19/2020",25739049,26325278,27890804,32994172,38198125,1991363,2019708,2174637,2251664,2250443,2283116
"144","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Official multilateral","African Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"145","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Official multilateral","Asian Dev. Bank",0,"06/19/2020",264490,249926,248217,277379,283692,16589,17168,18423,19977,20631,21029
"146","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Official multilateral","Inter-American Dev. Bank",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"147","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Official multilateral","International Monetary Fund",0,"06/19/2020",8677,8299,8051,8529,8329,0,0,0,0,0,0
"148","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Official multilateral","World Bank-IBRD",0,"06/19/2020",0,0,0,0,0,0,0,0,0,0,0
"149","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Official multilateral","World Bank-IDA",0,"06/19/2020",170331,183425,177604,218982,243688,8610,9964,11290,11990,11860,12350
"150","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Official multilateral","Other multilateral",0,"06/19/2020",36109,35561,34372,36099,36044,1452,1537,1884,1870,1856,1842
"151","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Total Official multilateral","Total Official multilateral",1,"06/19/2020",479607,477211,468244,540989,571753,26650,28669,31598,33837,34348,35221
"152","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Official bilateral","Austria",0,"06/19/2020",41469,33985,29806,30385,25272,3664,3642,3620,3599,3577,3555
"153","BTN","Bhutan","IDA","South Asia",2446674101.3737,"Official bilateral","India",0,"06/19/2020",1217177,1355574,1650315,1895466,1824305,336392,320265,304137,288009,271882,255754
